Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
1,Kurt Abbott,27,FLA,NL,109,349,320,37,81,18,7,8,33,3,3,22,99,.253,.307,.428,.735,95,137,7,3,4,0,1,654H,abbotku01
2,Bobby Abreu*,22,HOU,NL,15,24,22,1,5,1,0,0,1,0,0,2,3,.227,.292,.273,.564,56,6,1,0,0,0,0,/H79,abreubo01
3,Terry Adams,23,CHC,NL,69,7,6,0,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-58,0,0,0,0,0,0,1,adamste01
4,Joel Adamson*,24,FLA,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,adamsjo02
5,Mike Aldrete*,35,TOT,AL,63,123,108,16,23,6,0,6,20,0,1,14,19,.213,.301,.435,.736,84,47,4,0,0,1,0,HD7/391,aldremi01
6,Mike Aldrete*,35,CAL,AL,31,46,40,5,6,1,0,3,8,0,0,5,4,.150,.239,.400,.639,59,16,3,0,0,1,0,H/D793,aldremi01
7,Mike Aldrete*,35,NYY,AL,32,77,68,11,17,5,0,3,12,0,1,9,15,.250,.338,.456,.794,98,31,1,0,0,0,0,/D3H791,aldremi01
8,Manny Alexander,25,BAL,AL,53,73,68,6,7,0,0,0,4,3,3,3,27,.103,.141,.103,.244,-37,7,2,0,2,0,0,H6/457D1,alexama02
9,Edgardo Alfonzo,22,NYM,NL,123,407,368,36,96,15,2,4,40,2,0,25,56,.261,.304,.345,.649,75,127,8,0,9,5,2,45H6,alfoned01
10,Luis Alicea#,30,STL,NL,129,447,380,54,98,26,3,5,42,11,3,52,78,.258,.350,.382,.731,94,145,4,5,4,6,10,*4H,alicelu01
11,Jermaine Allensworth,24,PIT,NL,61,260,229,32,60,9,3,4,31,11,6,23,50,.262,.337,.380,.717,87,87,2,4,2,2,0,8/H,allenje01
12,Roberto Alomar#,28,BAL,AL,153,699,588,132,193,43,4,22,94,17,6,90,65,.328,.411,.527,.938,136,310,14,1,8,12,10,*4D/H,alomaro01
13,Sandy Alomar,30,CLE,AL,127,444,418,53,110,23,0,11,50,1,0,19,42,.263,.299,.397,.696,75,166,20,3,2,2,0,*2/H3,alomasa02
14,Moises Alou,29,MON,NL,143,598,540,87,152,28,2,21,96,9,4,49,83,.281,.339,.457,.797,107,247,15,2,0,7,7,*97/8H,aloumo01
15,Garvin Alston,24,COL,NL,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,alstoga01
16,Tavo Alvarez,24,MON,NL,11,5,4,0,2,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,164,2,0,0,1,0,0,1,alvarta01
17,Rich Amaral,34,SEA,AL,118,369,312,69,91,11,3,1,29,25,6,47,55,.292,.392,.356,.748,93,111,6,5,4,1,0,78H43/D95,amarari01
18,Ruben Amaro#,31,PHI,NL,61,130,117,14,37,10,0,2,15,0,0,9,18,.316,.380,.453,.833,120,53,3,3,1,0,0,H9/83,amaroru02
19,Brady Anderson*,32,BAL,AL,149,687,579,117,172,37,5,50,110,21,8,76,106,.297,.396,.637,1.034,156,369,11,22,6,4,1,*8/HD,anderbr01
20,Garret Anderson*,24,CAL,AL,150,642,607,79,173,33,2,12,72,7,9,27,84,.285,.314,.405,.719,82,246,22,0,5,3,5,*7/98HD,anderga01
21,Shane Andrews,24,MON,NL,127,414,375,43,85,15,2,19,64,3,1,35,119,.227,.295,.429,.724,87,161,2,2,0,2,8,*5/H,andresh01
22,Eric Anthony*,28,TOT,NL,79,218,185,32,45,8,0,12,22,0,2,32,56,.243,.353,.481,.834,112,89,3,0,0,1,2,9H7/8,anthoer01
23,Eric Anthony*,28,CIN,NL,47,145,123,22,30,6,0,8,13,0,1,22,36,.244,.359,.488,.846,121,60,2,0,0,0,2,97H,anthoer01
24,Eric Anthony*,28,COL,NL,32,73,62,10,15,2,0,4,9,0,1,10,20,.242,.342,.468,.810,94,29,1,0,0,1,0,H9/87,anthoer01
25,Alex Arias,28,FLA,NL,100,246,224,27,62,11,2,3,26,2,0,17,28,.277,.335,.384,.719,92,86,2,3,1,1,1,5H6/34,ariasal01
26,George Arias,24,CAL,AL,84,274,252,19,60,8,1,6,28,2,0,16,50,.238,.284,.349,.633,61,88,6,0,6,0,2,5/HD,ariasge01
27,Andy Ashby,28,SDP,NL,25,55,45,6,11,5,0,0,5,0,0,0,13,.244,.239,.356,.595,59,16,0,0,9,1,0,1/H,ashbyan01
28,Billy Ashley,25,LAD,NL,71,133,110,18,22,2,1,9,25,0,0,21,44,.200,.331,.482,.813,118,53,3,1,0,1,1,7H,ashlebi01
29,Pedro Astacio,27,LAD,NL,35,77,68,1,6,0,0,0,3,0,0,1,28,.088,.101,.088,.190,-48,6,0,0,8,0,0,1,astacpe01
30,Derek Aucoin,26,MON,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,aucoide01
31,Rich Aude,24,PIT,NL,7,16,16,0,4,0,0,0,1,0,0,0,8,.250,.250,.250,.500,31,4,0,0,0,0,0,/3H,auderi01
32,Rich Aurilia,24,SFG,NL,105,352,318,27,76,7,1,3,26,4,1,25,52,.239,.295,.296,.590,60,94,1,1,6,2,2,64/H,aurilri01
33,Brad Ausmus,27,TOT,MLB,125,427,375,46,83,16,0,5,35,4,8,39,72,.221,.302,.304,.606,59,114,8,5,6,2,1,*2H,ausmubr01
34,Brad Ausmus,27,SDP,NL,50,166,149,16,27,4,0,1,13,1,4,13,27,.181,.261,.228,.489,34,34,4,3,1,0,0,2/H,ausmubr01
35,Brad Ausmus,27,DET,AL,75,261,226,30,56,12,0,4,22,3,4,26,45,.248,.328,.354,.682,73,80,4,2,5,2,1,2/H,ausmubr01
36,Steve Avery*,26,ATL,NL,24,50,46,5,11,4,1,2,11,0,0,1,12,.239,.245,.500,.745,87,23,1,0,1,2,0,1,averyst01
37,Bobby Ayala,26,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ayalabo01
38,Joe Ayrault,24,ATL,NL,7,6,5,0,1,0,0,0,0,0,0,0,1,.200,.333,.200,.533,43,1,1,1,0,0,0,/2,ayraujo01
39,Carlos Baerga#,27,TOT,MLB,126,544,507,59,129,28,0,12,66,1,1,21,27,.254,.293,.381,.674,72,193,23,9,2,5,0,43/5H,baergca01
40,Carlos Baerga#,27,CLE,AL,100,453,424,54,113,25,0,10,55,1,1,16,25,.267,.302,.396,.698,76,168,15,7,2,4,0,4,baergca01
41,Carlos Baerga#,27,NYM,NL,26,91,83,5,16,3,0,2,11,0,0,5,2,.193,.253,.301,.554,49,25,8,2,0,1,0,3/5H4,baergca01
42,Jeff Bagwell,28,HOU,NL,162,719,568,111,179,48,2,31,120,21,7,135,114,.315,.451,.570,1.021,178,324,15,10,0,6,20,*3,bagweje01
43,Cory Bailey,25,STL,NL,51,4,1,2,0,0,0,0,0,0,0,2,0,.000,.667,.000,.667,97,0,0,0,1,0,0,1,baileco01
44,Roger Bailey,25,COL,NL,24,25,19,4,5,0,1,1,5,0,0,3,4,.263,.364,.526,.890,113,10,0,0,3,0,0,1,bailero01
45,Harold Baines*,37,CHW,AL,143,572,495,80,154,29,0,22,95,3,1,73,62,.311,.399,.503,.902,132,249,20,1,0,3,7,*DH,baineha01
46,Brian Banks#,25,MIL,AL,4,8,7,2,4,2,0,1,2,0,0,1,2,.571,.625,1.286,1.911,362,9,0,0,0,0,0,/73H,banksbr01
47,Brian Barber,23,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,barbebr02
48,Bret Barberie#,28,CHC,NL,15,37,29,4,1,0,0,1,2,0,1,5,11,.034,.176,.138,.314,-16,4,0,0,3,0,0,/H456,barbebr01
49,Tony Barron,29,MON,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,barroto01
50,Kimera Bartee#,23,DET,AL,110,247,217,32,55,6,1,1,14,20,10,17,77,.253,.308,.304,.612,56,66,1,0,13,0,0,8H/7D9,barteki01
51,Shawn Barton,33,SFG,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,bartosh01
52,Rich Batchelor,29,STL,NL,11,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,batchri01
53,Jason Bates#,25,COL,NL,88,187,160,19,33,8,1,1,9,2,1,23,34,.206,.312,.288,.599,47,46,7,2,1,1,1,H465,batesja01
54,Miguel Batista,25,FLA,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,batismi01
55,Tony Batista,22,OAK,AL,74,260,238,38,71,10,2,6,25,7,3,19,49,.298,.350,.433,.783,96,103,2,1,0,2,0,45H/D6,batisto01
56,Kim Batiste,28,SFG,NL,54,136,130,17,27,6,0,3,11,3,3,5,33,.208,.235,.323,.558,49,42,4,0,0,1,1,5H/6,batiski01
57,Allen Battle,27,OAK,AL,47,151,130,20,25,3,0,1,5,10,2,17,26,.192,.293,.238,.532,37,31,3,2,1,1,1,87/H,battlal01
58,Howard Battle,24,PHI,NL,5,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H5,battlho01
59,Danny Bautista,24,TOT,MLB,42,96,84,13,19,2,0,2,9,1,2,11,20,.226,.323,.321,.644,65,27,4,1,0,0,0,97H/8D,bautida01
60,Danny Bautista,24,DET,AL,25,73,64,12,16,2,0,2,8,1,2,9,15,.250,.342,.375,.717,82,24,1,0,0,0,0,79/HD,bautida01
61,Danny Bautista,24,ATL,NL,17,23,20,1,3,0,0,0,1,0,0,2,5,.150,.261,.150,.411,10,3,3,1,0,0,0,9/H87,bautida01
62,Jose Bautista,31,SFG,NL,37,10,9,1,1,0,0,0,0,0,0,0,4,.111,.111,.111,.222,-40,1,0,0,1,0,0,1,bautijo01
63,Trey Beamon*,22,PIT,NL,24,56,51,7,11,2,0,0,6,1,1,4,6,.216,.273,.255,.528,39,13,0,0,1,0,0,H9/7,beamotr01
64,Rod Beck,27,SFG,NL,63,3,3,0,1,0,0,0,1,0,0,0,2,.333,.333,.333,.667,81,1,0,0,0,0,0,1,beckro01
65,Rich Becker*,24,MIN,AL,148,606,525,92,153,31,4,12,71,19,5,68,118,.291,.372,.434,.807,103,228,14,2,5,4,1,*87H9,beckeri01
66,Robbie Beckett,23,COL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,beckero01
67,Matt Beech*,24,PHI,NL,8,14,14,1,1,0,0,0,1,0,0,0,4,.071,.071,.071,.143,-62,1,0,0,0,0,0,/1,beechma01
68,Tim Belk,26,CIN,NL,7,16,15,2,3,0,0,0,0,0,0,1,2,.200,.250,.200,.450,21,3,0,0,0,0,0,/3H,belkti01
69,David Bell,23,STL,NL,62,158,145,12,31,6,0,1,9,1,1,10,22,.214,.268,.276,.543,45,40,3,1,0,1,2,54/H6,bellda01
70,Derek Bell,27,HOU,NL,158,684,627,84,165,40,3,17,113,29,3,40,123,.263,.311,.418,.729,98,262,18,8,0,9,8,*9/8H,bellde01
71,Jay Bell,30,PIT,NL,151,598,527,65,132,29,3,13,71,6,4,54,108,.250,.323,.391,.714,85,206,10,5,6,6,5,*6/H,bellja01
72,Albert Belle,29,CLE,AL,158,715,602,124,187,38,3,48,148,11,0,99,87,.311,.410,.623,1.033,158,375,20,7,0,7,15,*7/D,belleal01
73,Rafael Belliard,34,ATL,NL,87,148,142,9,24,7,0,0,3,3,1,2,22,.169,.179,.218,.398,2,31,6,0,3,1,0,6H4,bellira01
74,Esteban Beltre,28,BOS,AL,27,68,62,6,16,2,0,0,6,1,0,4,14,.258,.299,.290,.589,50,18,1,0,1,1,0,5/46HD,beltres01
75,Marvin Benard*,25,SFG,NL,135,558,488,89,121,17,4,5,27,25,11,59,84,.248,.333,.330,.663,80,161,8,4,6,1,2,*89/H7,benarma01
76,Alan Benes,24,STL,NL,34,70,61,4,9,3,0,0,5,0,0,2,25,.148,.175,.197,.371,-1,12,1,0,7,0,0,1,benesal01
77,Andy Benes,28,STL,NL,36,85,73,5,11,4,0,0,6,0,0,1,37,.151,.158,.205,.363,-4,15,0,0,9,2,0,1,benesan01
78,Yamil Benitez,23,MON,NL,11,12,12,0,2,0,0,0,2,0,0,0,4,.167,.167,.167,.333,-12,2,0,0,0,0,0,/H79,benitya01
79,Mike Benjamin,30,PHI,NL,35,118,103,13,23,5,1,4,13,3,1,12,21,.223,.316,.408,.724,91,42,2,2,1,0,5,6/H4,benjami01
80,Gary Bennett,24,PHI,NL,6,18,16,0,4,0,0,0,1,0,0,2,6,.250,.333,.250,.583,58,4,0,0,0,0,1,/2H,bennega01
81,Sean Bergman,26,SDP,NL,43,30,30,1,3,0,0,1,5,0,0,0,9,.100,.100,.200,.300,-21,6,0,0,0,0,0,1/H,bergmse01
82,Geronimo Berroa,31,OAK,AL,153,643,586,101,170,32,1,36,106,0,3,47,122,.290,.344,.532,.876,117,312,16,4,0,6,0,D97/H,berroge01
83,Sean Berry,30,HOU,NL,132,469,431,55,121,38,1,17,95,12,6,23,58,.281,.328,.492,.820,121,212,11,9,2,4,1,*5H,berryse01
84,Andres Berumen,25,SDP,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,beruman01
85,Dante Bichette,32,COL,NL,159,694,633,114,198,39,3,31,141,31,12,45,105,.313,.359,.531,.890,112,336,18,6,0,10,4,*97/H,bicheda01
86,Mike Bielecki,36,ATL,NL,40,12,10,1,1,0,0,0,1,0,0,2,5,.100,.250,.100,.350,-4,1,0,0,0,0,0,1,bielemi01
87,Craig Biggio,30,HOU,NL,162,723,605,113,174,24,4,15,75,25,7,75,72,.288,.386,.415,.801,120,251,10,27,8,8,0,*4,biggicr01
88,Willie Blair,30,SDP,NL,60,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,blairwi01
89,Jeff Blauser,30,ATL,NL,83,312,265,48,65,14,1,10,35,6,0,40,54,.245,.356,.419,.775,100,111,7,6,0,1,3,6/H,blausje01
90,Ron Blazier,24,PHI,NL,27,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,434,1,0,0,0,0,0,1,blaziro01
91,Mike Blowers,31,LAD,NL,92,358,317,31,84,19,2,6,38,0,0,37,77,.265,.341,.394,.735,100,125,11,1,0,3,2,5/3H6,blowemi01
92,Doug Bochtler,25,SDP,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bochtdo01
93,Joe Boever,35,PIT,NL,13,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,boevejo01
94,Tim Bogar,29,NYM,NL,91,104,89,17,19,4,0,0,6,1,3,8,20,.213,.287,.258,.546,49,23,0,2,3,2,0,H356/4,bogarti01
95,Wade Boggs*,38,NYY,AL,132,574,501,80,156,29,2,2,41,1,2,67,32,.311,.389,.389,.778,98,195,10,0,1,5,7,*5/HD,boggswa01
96,Barry Bonds*,31,SFG,NL,158,675,517,122,159,27,3,42,129,40,7,151,76,.308,.461,.615,1.076,188,318,11,1,0,6,30,*7/H8,bondsba01
97,Ricky Bones,27,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,bonesri01
98,Ricky Bones,27,MIL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,bonesri01
99,Bobby Bonilla#,33,BAL,AL,159,693,595,107,171,27,5,28,116,1,3,75,85,.287,.363,.491,.853,114,292,13,5,0,17,7,9D/35H,bonilbo01
100,Bret Boone,27,CIN,NL,142,568,520,56,121,21,3,12,69,3,2,31,100,.233,.275,.354,.629,65,184,9,3,5,9,0,*4/H,boonebr01
101,Josh Booty,21,FLA,NL,2,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,169,1,1,0,0,0,0,/H5,bootyjo01
102,Pedro Borbon,28,ATL,NL,43,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,421,1,0,0,0,0,0,1,borbope02
103,Pat Borders,33,TOT,MLB,76,234,220,15,61,7,0,5,18,0,2,9,43,.277,.306,.377,.683,77,83,4,0,5,0,0,2/H3D,bordepa01
104,Pat Borders,33,TOT,AL,50,163,151,12,39,4,0,5,14,0,1,8,29,.258,.296,.384,.680,74,58,3,0,4,0,0,2/DH,bordepa01
105,Pat Borders,33,STL,NL,26,71,69,3,22,3,0,0,4,0,1,1,14,.319,.329,.362,.691,84,25,1,0,1,0,0,2/H3,bordepa01
106,Pat Borders,33,CAL,AL,19,61,57,6,13,3,0,2,8,0,1,3,11,.228,.267,.386,.653,64,22,1,0,1,0,0,2/H,bordepa01
107,Pat Borders,33,CHW,AL,31,102,94,6,26,1,0,3,6,0,0,5,18,.277,.313,.383,.696,79,36,2,0,3,0,0,2/D,bordepa01
108,Mike Bordick,30,OAK,AL,155,587,525,46,126,18,4,5,54,5,6,52,59,.240,.307,.318,.625,58,167,8,1,4,5,0,*6/H,bordimi01
109,Toby Borland,27,PHI,NL,69,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,borlato02
110,Joe Borowski,25,ATL,NL,22,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,borowjo01
111,Shawn Boskie,29,CAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/DH,boskish01
112,Ricky Bottalico*,26,PHI,NL,61,3,3,0,1,1,0,0,0,0,0,0,2,.333,.333,.667,1.000,157,2,0,0,0,0,0,1,bottari01
113,Kent Bottenfield,27,CHC,NL,48,3,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,164,1,0,0,1,0,0,1,botteke01
114,Steve Bourgeois,23,SFG,NL,15,14,11,1,3,2,0,0,1,0,0,2,2,.273,.385,.455,.839,126,5,0,0,1,0,0,1,bourgst01
115,Rafael Bournigal,30,OAK,AL,88,277,252,33,61,14,2,0,18,4,3,16,19,.242,.290,.313,.603,53,79,6,1,8,0,0,46H,bournra01
116,Brent Bowers*,25,BAL,AL,21,39,39,6,12,2,0,0,3,0,0,0,7,.308,.308,.359,.667,69,14,1,0,0,0,0,7/H,bowerbr01
117,Terry Bradshaw*,27,STL,NL,15,25,21,4,7,1,0,0,3,0,1,3,2,.333,.417,.381,.798,114,8,0,0,1,0,0,/H789,bradste01
118,Darren Bragg*,26,TOT,AL,127,499,417,74,109,26,2,10,47,14,9,69,74,.261,.366,.405,.771,96,169,5,4,2,7,6,*789H,braggda01
119,Darren Bragg*,26,SEA,AL,69,235,195,36,53,12,1,7,25,8,5,33,35,.272,.376,.451,.827,110,88,2,2,1,4,4,79H/8,braggda01
120,Darren Bragg*,26,BOS,AL,58,264,222,38,56,14,1,3,22,6,4,36,39,.252,.357,.365,.722,83,81,3,2,1,3,2,89/7,braggda01
121,Jeff Branson*,29,CIN,NL,129,353,311,34,76,16,4,9,37,2,0,31,67,.244,.312,.408,.720,89,127,9,1,7,3,4,564H,bransje01
122,Jeff Brantley,32,CIN,NL,66,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,brantje01
123,Brent Brede*,24,MIN,AL,10,21,20,2,6,0,1,0,2,0,0,1,5,.300,.333,.400,.733,84,8,1,0,0,0,0,/9H,bredebr01
124,John Briscoe,28,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,briscjo01
125,Jorge Brito,30,COL,NL,8,18,14,1,1,0,0,0,0,0,0,1,8,.071,.235,.071,.307,-21,1,0,2,1,0,0,/2H,britojo01
126,Tilson Brito,24,TOR,AL,26,95,80,10,19,7,0,1,7,1,1,10,18,.238,.344,.363,.707,80,29,0,3,2,0,0,4/6HD,britoti01
127,Doug Brocail*,29,HOU,NL,25,11,11,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/H,brocado01
128,Rico Brogna*,26,NYM,NL,55,211,188,18,48,10,1,7,30,0,0,19,50,.255,.318,.431,.748,100,81,4,0,0,4,1,3/H,brognri01
129,Jerry Brooks,29,FLA,NL,8,7,5,2,2,0,1,0,3,0,0,1,1,.400,.571,.800,1.371,263,4,0,1,0,0,0,/H93,brookje01
130,Scott Brosius,29,OAK,AL,114,500,428,73,130,25,0,22,71,7,2,59,85,.304,.393,.516,.909,127,221,11,7,1,5,4,*53/78H,brosisc01
131,Brant Brown*,25,CHC,NL,29,73,69,11,21,1,0,5,9,3,3,2,17,.304,.329,.536,.865,122,37,1,1,0,1,1,3H,brownbr01
132,Kevin Brown,31,FLA,NL,34,85,75,1,9,1,0,0,3,0,0,6,28,.120,.185,.133,.319,-13,10,1,0,4,0,0,1/H,brownke01
133,Kevin Brown,23,TEX,AL,3,8,4,1,0,0,0,0,1,0,0,2,2,.000,.375,.000,.375,5,0,0,1,0,1,0,/2HD,brownke04
134,Jacob Brumfield,31,TOT,MLB,119,426,388,63,99,28,2,14,60,15,4,29,75,.255,.311,.446,.756,91,173,14,4,1,4,2,89H7/D,brumfja01
135,Jacob Brumfield,31,PIT,NL,29,86,80,11,20,9,0,2,8,3,1,5,17,.250,.291,.438,.728,87,35,4,0,0,1,1,8H,brumfja01
136,Jacob Brumfield,31,TOR,AL,90,340,308,52,79,19,2,12,52,12,3,24,58,.256,.316,.448,.764,92,138,10,4,1,3,1,897H/D,brumfja01
137,Jim Bruske,31,LAD,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bruskji01
138,Damon Buford,26,TEX,AL,90,162,145,30,41,9,0,6,20,8,5,15,34,.283,.348,.469,.817,101,68,3,0,1,1,0,9H87/D,buforda01
139,Jay Buhner,31,SEA,AL,150,667,564,107,153,29,0,44,138,0,1,84,159,.271,.369,.557,.926,131,314,11,9,0,10,5,*9/D,buhneja01
140,Scott Bullett*,27,CHC,NL,109,177,165,26,35,5,0,3,16,7,3,10,54,.212,.256,.297,.553,45,49,2,0,1,1,0,H798,bullesc01
141,Jim Bullinger,30,CHC,NL,38,41,32,8,8,3,0,2,6,0,0,5,11,.250,.368,.531,.900,133,17,0,1,3,0,0,1/H,bulliji01
142,Dave Burba,29,CIN,NL,34,73,67,3,7,0,0,2,5,0,0,3,26,.104,.143,.194,.337,-12,13,2,0,3,0,0,1,burbada01
143,John Burke#,26,COL,NL,11,2,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,144,1,0,0,0,0,0,1,burkejo04
144,John Burkett,31,TOT,MLB,24,55,52,2,9,2,0,0,1,0,0,0,17,.173,.173,.212,.385,2,11,0,0,3,0,0,1,burkejo03
145,John Burkett,31,FLA,NL,24,55,52,2,9,2,0,0,1,0,0,0,17,.173,.173,.212,.385,2,11,0,0,3,0,0,1,burkejo03
146,Ellis Burks,31,COL,NL,156,685,613,142,211,45,8,40,128,32,6,61,114,.344,.408,.639,1.047,149,392,19,6,3,2,2,*78/H,burksel01
147,Jeromy Burnitz*,27,TOT,AL,94,239,200,38,53,14,0,9,40,4,1,33,47,.265,.377,.470,.847,113,94,4,4,0,2,2,H9D87,burnije01
148,Jeromy Burnitz*,27,CLE,AL,71,155,128,30,36,10,0,7,26,2,1,25,31,.281,.406,.523,.930,135,67,3,2,0,0,1,HD97/8,burnije01
149,Jeromy Burnitz*,27,MIL,AL,23,84,72,8,17,4,0,2,14,2,0,8,16,.236,.321,.375,.696,74,27,1,2,0,2,1,9/8H,burnije01
150,Mike Busby,23,STL,NL,1,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,167,1,0,0,0,0,0,/1,busbymi01
151,Mike Busch,27,LAD,NL,38,88,83,8,18,4,0,4,17,0,0,5,33,.217,.261,.410,.671,80,34,2,0,0,0,0,5H/3,buschmi01
152,Brett Butler*,39,LAD,NL,34,145,131,22,35,1,1,0,8,8,3,9,22,.267,.313,.290,.603,66,38,1,1,1,3,0,8,butlebr01
153,Paul Byrd,25,NYM,NL,38,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,byrdpa01
154,Miguel Cairo,22,TOR,AL,9,30,27,5,6,2,0,0,1,0,0,2,9,.222,.300,.296,.596,53,8,1,1,0,0,0,/4,cairomi01
155,Mike Cameron,23,CHW,AL,11,12,11,1,1,0,0,0,0,0,1,1,3,.091,.167,.091,.258,-31,1,0,0,0,0,0,/98HD7,camermi01
156,Ken Caminiti#,33,SDP,NL,146,639,546,109,178,37,2,40,130,11,5,78,99,.326,.408,.621,1.028,174,339,15,4,0,10,16,*5/H,caminke01
157,Mike Campbell,32,CHC,NL,13,12,11,2,4,2,0,0,1,0,0,0,5,.364,.364,.545,.909,134,6,0,0,1,0,0,1,campbmi01
158,Casey Candaele#,35,CLE,AL,24,45,44,8,11,2,0,1,4,0,0,1,9,.250,.267,.364,.630,58,16,0,0,0,0,0,H4/56,candaca01
159,Tom Candiotti,39,LAD,NL,28,56,45,3,4,0,0,0,2,0,0,0,14,.089,.106,.089,.195,-46,4,1,1,9,1,0,1,candito01
160,John Cangelosi#,33,HOU,NL,108,313,262,49,69,11,4,1,16,17,9,44,41,.263,.378,.347,.726,101,91,4,5,1,1,0,7H8,cangejo01
161,Jay Canizaro,22,SFG,NL,43,132,120,11,24,4,1,2,8,0,2,9,38,.200,.260,.300,.560,51,36,5,1,1,1,0,4/6H,canizja01
162,Jose Canseco,31,BOS,AL,96,432,360,68,104,22,1,28,82,3,1,63,82,.289,.400,.589,.989,146,212,7,6,0,3,3,D7/H9,cansejo01
163,Dan Carlson,26,SFG,NL,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,carlsda01
164,Chuck Carr#,28,MIL,AL,27,113,106,18,29,6,1,1,11,5,4,6,21,.274,.310,.377,.687,71,40,1,0,0,1,0,8,carrch02
165,Giovanni Carrara,28,TOT,MLB,8,7,7,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,carragi01
166,Giovanni Carrara,28,CIN,NL,8,7,7,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,carragi01
167,Hector Carrasco,26,CIN,NL,56,5,5,0,1,0,0,0,0,0,0,0,4,.200,.200,.200,.400,6,1,0,0,0,0,0,1,carrahe01
168,Mark Carreon,32,TOT,MLB,119,475,434,56,122,34,3,11,65,3,4,33,42,.281,.339,.449,.788,107,195,10,6,0,2,2,3/H879D,carrema01
169,Mark Carreon,32,SFG,NL,81,319,292,40,76,22,3,9,51,2,3,22,33,.260,.317,.449,.765,104,131,6,3,0,2,2,3/H79,carrema01
170,Mark Carreon,32,CLE,AL,38,156,142,16,46,12,0,2,14,1,1,11,9,.324,.385,.451,.835,112,64,4,3,0,0,0,3/8DH9,carrema01
171,Joe Carter,36,TOR,AL,157,682,625,84,158,35,7,30,107,7,6,44,106,.253,.306,.475,.782,95,297,12,7,0,6,2,*73D,cartejo01
172,Raul Casanova#,23,DET,AL,25,91,85,6,16,1,0,4,9,0,0,6,18,.188,.242,.341,.583,46,29,6,0,0,0,0,2/DH,casanra01
